"CODESTAB","DESCESTAB"
"2297507","HOSPITAL SAO MIGUEL SA"
"2297590","HOSPITAL LUIZ PALMIER"
"2297663","POSTO DE SAUDE DE BONSUCESSO"
"2297787","UNIDADE PSF DA BEIRA LINHA"
"2297795","HOSPITAL DAS CLINICAS DE TERESOPOLIS"
"2297809","POSTO DE SAUDE SILVIO JOSE CRISTINO"
"2298031","HOSPITAL ESTADUAL ALBERTO TORRES GERAL SAO GONCALO"
"2298090","HOSPITAL UNIMED DE NOVA FRIBURGO"
"2298104","DAY HOSPITAL NOSSA SENHORA DO LIBANO"
"2298120","SESDEC RJ HOSPITAL ESTADUAL ALBERT SCHWEITZER"
"2298317","HOSPITAL DOS PLANTADORES DE CANA"
"2298708","POSTO DE ASSISTENCIA MEDICA DR ABDON GONCALVES"
"2299216","SAMER HOSPITAL"
"2299380","CIEP POSSE"
"2299569","HOSPITAL SANTO ANTONIO"
"2299666","ESF CENTRAL"
"2299801","UNIDADE DE SAUDE CENTRAL DE JACINTO MACHADO"
"2299836","HOSPITAL SAO ROQUE"
"2300184","HOSPITAL SAO ROQUE"
"2300249","UNIDADE SANITARIA CENTRAL DE CAMPO BELO DO SUL"
"2300400","UNIDADE BASICA DE SAUDE IVOR JONATHAN FERNANDES"
"2300435","HOSPITAL FREI ROGERIO"
"2300478","HOSPITAL FAUSTINO RISCAROLLI"
"2300486","HOSPITAL SANTA CLARA"
"2300516","HOSPITAL DE CARIDADE CORACAO DE JESUS"
"2300567","UNIDADE SAUDE CENTRAL"
"2300850","FUNDACAO MEDICO SOCIAL RURAL DE PONTE ALTA"
"2300885","HOSPITAL SAO JOSE DE URUBICI"
"2300982","FUNDACAO MEDICA ASSITENCIAL DO TRABALHADOR RURAL"
"2300990","UNIDADE SANITARIA CENTRAL SALOMAO PAES"
"2301008","HOSPITAL SANTA RITA"
"2301296","HOSPITAL GOVERNADOR ANTONIO CARLOS MAGALHAES SOBRASA"
"2301318","HOSPITAL MUNICIPAL DE TEIXEIRA DE FREITAS"
"2301385","CENTRO CORDES CLINICA SAO MARCOS"
"2301504","CLINICA SAO LUCAS"
"2301598","AME"
"2301601","HOSPITAL GONCALVES MARTINS"
"2301687","HOSPITAL ANA MARIANI MONTE TABOR"
"2301830","HOSPITAL MAICE"
"2301911","HOSPITAL JONAS RAMOS"
"2301938","POSTO DE ASSISTENCIA MEDICA DE CACADOR"
"2302063","PAME PRONTO ATENDIMENTO MEDICO AMBULATORIAL 24HRS"
"2302101","HOSPITAL HELIO ANJOS ORTIZ"
"2302179","POSTO DE SAUDE TAQUARA VERDE"
"2302330","HOSPITAL DIVINO ESPIRITO SANTO"
"2302349","UNIDADE DE SAUDE SAO JOSE"
"2302403","POSTO DE SAUDE CENTRO CURITIBANOS"
"2302411","UNIDADE VIGILANCIA SANITARIA"
"2302500","HOSPITAL SALVATORIANO DIVINO SALVADOR"
"2302543","FUNDACAO MEDICA SOCIAL RURAL SALTO VELOSO"
"2302624","HOSPITAL NOSSA SENHORA DOS ANJOS"
"2302632","POSTO DE SAUDE TIMBO GRANDE"
"2302721","FUNDACAO HOSPITALAR MUNICIPAL MOISES DIAS"
"2302748","HOSPITAL E MATERNIDADE SANTA CECILIA"
"2302756","UNIDADE SANITARIA DE SANTA CECILIA"
"2302764","HOSPITAL DE PRONTO ATENDIMENTO"
"2302780","HOSPITAL SAO ROQUE"
"2303167","HOSPITAL MUNICIPAL SANTO ANTONIO"
"2303531","UNIDADE DE SAUDE CENTRAL"
"2303787","UNIDADE DE PRONTO ATENDIMENTO MAURILIO MANOEL DA SILVA"
"2303892","HOSPITAL SAO FRANCISCO"
"2304074","UNIDADE SANITARIA CENTRAL"
"2304155","HOSPITAL SAO ROQUE"
"2304228","SECRETARIA MUNICIPAL DE SAUDE DE ITAQUARA"
"2304295","HOSPITAL MUNICIPAL JONIVAL LUCAS DA SILVA"
"2304325","HOSPITAL BOM SAMARITANO"
"2304538","HOSPITAL E MATERNIDADE DE AMERICA DOURADA"
"2304619","CENTRO DE SAUDE DR FABRICIANO TEIXEIRA"
"2304767","HOSPITAL GERAL DE JEREMOABO"
"2304848","HOSPITAL SAO BERNARDO"
"2304910","CLIMBA CLINICA MEDICA DE BARRO ALTO"
"2304953","HOSPITAL MUNICIPAL VICENTE VIEIRA"
"2305097","HOSPITAL SAO SEBASTIAO"
"2305534","HOSPITAL SAO JUDAS TADEU"
"2305623","HOSPITAL NOSSA SENHORA DE FATIMA"
"2305658","UNIDADE DE SAUDE CENTRAL"
"2306190","UNIDADE SANITARIA CENTRAL"
"2306336","HOSPITAL E MATERNIDADE SAO JOSE"
"2306344","HOSPITAL E MATERNIDADE JARAGUA"
"2306441","UNIDADE MISTA DR MOACYR BACELAR NUNES"
"2306468","CENTRO DE SAUDE DE ALDEIAS ALTAS"
"2306522","UNIDADE MISTA NOSSA SENHORA DE FATIMA"
"2306581","CENTRO DE SAUDE DR DOMAR BRITO ANCELES"
"2306662","UBS FRANCISCO MARTINS DE SOUSA"
"2306689","HOSPITAL CORONEL IVAN RUY"
"2306697","CASA DE SAUDE E MATERNIDADE DE COELHO NETO"
"2306727","POSTO DE SAUDE SANTA MARIA"
"2306840","UNIDADE MISTA DR ZERBINE"
"2306867","CENTRO DE SAUDE DR JOAO CARLOS HAAS"
"2307006","SARAH SAO LUIS"
"2307022","UNIDADE BASICA SAUDE DA FAMILIA DE TRIZIDELA"
"2307049","HOSPITAL MUNICIPAL SANTO ANTONIO"
"2307073","UNIDADE MISTA DE SAUDE DE LAGOA GRANDE DO MARANHAO"
"2307154","HOSPITAL E MATERNIDADE ADERSON MARINHO"
"2307227","CENTRO DE SAUDE PEDRO PAULO CORTEZ"
"2307464","ESFSB POVOADO SAO PAULO"
"2307510","UNIDADE MISTA SANTA FILOMENA"
"2307537","UNIDADE BASICA ANA DO CARMO BRANDAO"
"2307561","UNIDADE DE SAUDE DA FAMILIA SAO JOSE"
"2307650","HOSPITAL SAO MANOEL"
"2307707","HOSPITAL MUNICIPAL DIDI ARRUDA"
"2307898","HOSPITAL MUNICIPAL ZUZA COELHO"
"2308010","UNIDADE BASICA DE SAUDE ROSA SANTOS"
"2308045","UNIDADE BASICA DE SAUDE AGUA BRANCA"
"2308061","HOSPITAL MATERNIDADE AGOSTINHO CRUZ MARQUES"
"2308126","CLINICA SAO CAMILO"
"2308231","CLINICA SAO MARCOS"
"2308460","UNIDADE INTEGRADA JOSE JUSTINO PEREIRA"
"2308576","HOSPITAL E MATERNIDADE IBIRAPUERA"
"2308584","CLINICA NOSSA SENHORA DA CONCEICAO"
"2308649","CLINICA LUIZA COELHO"
"2308665","HOSPITAL SAO DOMINGOS"
"2308673","POLICLINICA NOSSA SENHORA DO CARMO"
"2308681","SOCIEDADE BENEFICENTE SANTO ANTONIO"
"2308789","CLINICA ELDORADO"
"2308908","HOSPITAL E MATERNIDADE AXIXAENSE"
"2308932","POSTO DE SAUDE DE PERIJUCARA"
"2308983","CENTRO MEDICO"
"2309149","UDI HOSPITAL"
"2309254","MATERNIDADE DA COHABMATERNIDADE MARLY SARNEY"
"2309491","CENTRO DE SAUDE SAO JUDAS TADEU"
"2309513","HOSPITAL DE MAGALHAES DE ALMEIDA"
"2309548","CENTRO DE SAUDE IVETE LEMOS"
"2309556","UBS DO SAO RAIMUNDO"
"2309572","UNIDADE BASICA SAUDE DE ALTAMIRA DO MARANHAO"
"2309580","UNIDADE MISTA DE SAUDE MADALENA MONTELES"
"2309599","HOSPITAL ALVORADA"
"2309602","HOSPITAL MUNICIPAL DR CARLOS MACIEIRA"
"2309637","HOSPITAL OZIMA VIEIRA"
"2309726","FUNDACAO HOSPITAL GERAL E MATERNIDADE DE BREJO"
"2309858","U B DE SAUDE ITATUABA PSFSB"
"2309890","UBS DE ITAPERA"
"2310511","HOSPITAL REGIONAL DR ANTENOR ABREU"
"2310783","CENTRO DE SAUDE DE PERITORO"
"2310805","HOSPITAL E MATERNIDADE DR JOAO ALBERTO"
"2310813","CENTRO DE SAUDE WILSON CURVINA"
"2310821","HOSPITAL MUNICIPAL DE ESTREITO"
"2310848","CLINICA ANASTACIA"
"2310872","HOSPITAL SAO JOSE DE ANCHIETA"
"2310929","HOSPITAL SAO FRANCISCO"
"2310988","CLINICA NOSSA SENHORA DE NAZARE"
"2311070","UNIDADE SAUDE DA FAMILIA DE CARNAUBEIRAS"
"2311089","UNIDADE SAUDE DA FAMILIA DE NOVO HORIZONTE"
"2311119","CENTRO DE SAUDE DE MARANHAOZINHO MARIZINHA DE SOUSA ALMEID"
"2311127","CENTRO DE SAUDE ANE RAIMUNDA"
"2311151","UNIDADE DE SAUDE DO LIMAO"
"2311178","UNIDADE DE SAUDE CAMILO DA SILVA"
"2311232","UNIDADE BASICA DE SAUDE DO PARUA"
"2311305","HOSPITAL SANTA LUZIA"
"2311313","HOSPITAL REGIONAL FRANCISCA MELO"
"2311321","CENTRO DE SAUDE DONA ANTONIA FONTES CAMARA"
"2311356","HOSPITAL MUNICIPAL DOMINGOS LOPES"
"2311364","CENTRO DE SAUDE DE JENIPAPO DOS VIEIRAS"
"2311410","U B DE SAUDE DA SEDE PSFSB"
"2311429","HOSPRET"
"2311437","HOSPITAL VILA RICA"
"2311445","HOSPITAL SAO GERALDO"
"2311461","UNIDADE SAUDE DA FAMILIA II VR"
"2311488","CENTRO DE SAUDE DE LUCIARA"
"2311496","CENTRO SAUDE DE SANTA CRUZ DO XINGU"
"2311526","UNIDADE DE SAUDE DA FAMILIA II RURAL SJX"
"2311550","CENTRO DE SAUDE DE SANTA TEREZINHAUSF RURAL"
"2311577","POSTO DE SAUDE INDIGENA ALDEIA URUBU BRANCO"
"2311607","HOSPITAL MUNICIPAL DE SANTA TEREZINHA"
"2311615","HOSPITAL MUNICIPAL DE PORTO ALEGRE DO NORTE"
"2311658","CENTRO DE SAUDE DE NOVO SANTO ANTONIO"
"2311666","CENT SAUDE LUZIA SOARES GUIMARAES UNID SAUDE DA FAMILIA I"
"2311674","HOSPITAL E MATERNIDADE BOM JESUS"
"2311682","HOSPITAL SANTA HELENA"
"2311763","HOSPITAL MUNICIPAL DE BARCARENA"
"2311771","UNIDADE SANITARIA SOLANGE CAMPANHA"
"2311801","CENTRO DE SAUDE ESPECIAL DE TERRA ALTA"
"2311860","U S F DE MARUDA"
"2311887","U S F DE MATAPIQUARA"
"2311917","U S F DE FAZENDINHA"
"2311992","UNIDADE MISTA DE CURUCA"
"2312026","CENTRO DE SAUDE ESPECIAL DE SAO JOAO DA PONTA"
"2312050","HOSPITAL MUNICIPAL MARIA CECILIA DE OLIVEIRA"
"2312069","HOSPITAL SAMARITANO DE JACUNDA"
"2312077","HOSPITAL E MATERNIDADE MENINO JESUS"
"2312085","HOSPITAL MATERNIDADE MENINO JESUS"
"2312093","HOSPITAL SAO JOSE"
"2312107","ULTRACLINICA"
"2312115","HOSPITAL SANTA HELENA"
"2312123","HOSPITAL MUNICIPAL SAO FRANCISCO"
"2312131","HOSPITAL MUNICIPAL DE RONDON DO PARA"
"2312158","HOSPITAL E MATERNIDADE ELCIONE BARBALHO"
"2312166","HOSPITAL MUNICIPAL DE BREJO GRANDE DO ARAGUAIA"
"2312174","HOSPITAL MUNICIPAL DE GOIANESIA"
"2312182","UNIDADE MISTA JOSE HOMOBONO PAES ANDRADE"
"2312204","UNIDADE DE SAUDE DA FAMILIA SANTA IZABEL"
"2312255","UNIDADE BASICA DE SAUDE VILA CURY"
"2312298","HOSPITAL MUNICIPAL DE SAO DOMINGOS DO ARAGUAIA"
"2312387","UNIDADE MISTA DE SAUDE MARIO MARTINS"
"2312506","CENTRO DE SAUDE DE CURIONOPOLIS"
"2312522","SANTA CASA DE MISERICORDIA DE SERRA PELADA"
"2312573","POSTO DE SAUDE DO PROJETO TUERE"
"2312603","POSTO DE SAUDE DIVINOPOLIS"
"2312646","PS VITORIA DA CONQUISTA RIO GELADO"
"2312867","POSTO DE SAUDE DE ACANGATA"
"2312891","POSTO DE SAUDE ABC"
"2312905","POSTO DE SAUDE BALBINOTE"
"2312980","POSTO DE SAUDE VILA RECREIO DO PIRIA"
"2313014","CENTRO DE SAUDE DE BAGRE"
"2313022","UNIDADE DE VIGILANCIA SANITARIA DE BAGRE"
"2313049","HOSPITAL MUNICIPAL DE ANAJAS"
"2313057","HOSPITAL MUNICIPAL DE GURUPA JAIME ABENATHAR"
"2313286","ESTRATEGIA SAUDE DA FAMILIA DE JUABA"
"2313324","UNIDADE BASICA DE SAUDE DE CURUCAMBABA"
"2313367","HOSPITAL REGIONAL DE CAMETA"
"2313375","UNIDADE BASICA DE SAUDE DE CARAPAJO"
"2313421","UNIDADE BASICA DE SAUDE DE BOM JARDIM"
"2313669","HOSPITAL MUNICIPAL LUIZ CARLOS DE SOUSA"
"2313693","POSTO DE SAUDE DA VILA NOVA"
"2313707","POSTO SAUDE DA FAMILIA VILA FORQUILHA"
"2313731","CENTRO DE SAUDE DA MULHER"
"2313758","UNIDADE DE SAUDE DA FAMILIA DE ACAITEUA"
"2313774","UNIDADE DE SAUDE DA FAMILIA DO KM 74"
"2313790","UNIDADE BASICA DE SAUDE VILA DE CURUPAITI"
"2313804","UNIDADE DE SAUDE DA FAMILIA DE LAGUINHO"
"2313812","UNIDADE BASICA DE SAUDE VILA DE FERNANDES BELO"
"2313839","UNIDADE DE SAUDE DA FAMILIA DO JAPIM"
"2313898","UNIDADE DE SAUDE DA FAMILIA MACAPA DA BARRETA"
"2313944","UNIDADE DE SAUDE DA FAMILIA DE PORTO SALVO"
"2314002","HOSPITAL MUNICIPAL DE VIGIA"
"2314037","UNIDADE MISTA DE BARCARENA"
"2314053","P S F DE AUI ACU"
"2314061","AMBULATORIO MEDICO ESPECIALIZADO"
"2314231","CENTRO DE SAUDE DE BUJARU"
"2314312","CENTRO DE SAUDE DE COLARES"
"2314428","HOSPITAL DAS CLINICAS DE CAPANEMA"
"2314436","HOSPITAL E MATERNIDADE SANTO ANTONIO"
"2314460","CENTRO DE SAUDE DE SANTO ANTONIO DO TAUA"
"2314533","CENTRO DE SAUDE DE SANTA IZABEL"
"2314584","PRONTO ATENDIMENTO MEDICO JOSE RODRIGUES DE SOUZA MARTINS"
"2314592","UNIDADE DE SAUDE DA FAMILIA IX NEREU"
"2314746","UNIDADE DE SAUDE DA FAMILIA MIRASSELVAS"
"2314819","HOSPITAL REGIONAL DR OLIMPIO CARDOSO DA SILVEIRA"
"2314827","HOSPITAL E MATERNIDADE SAO LUIS"
"2314924","CENTRO DE SAUDE DONA CELECINA MARTINS"
"2314991","PS DR GERMANO BARROS DE SOUZA"
"2315149","SOCIEDADE HOSPITALAR GADELHA DE OLIVEIRA"
"2315165","UNIDADE MISTA VIRGINIA GUERRA"
"2315300","CASA DE SAUDE E MATERNIDADE SANTA MONICA"
"2315343","CASA DE SAUDE E MATERNIDADE SANTA ROSA"
"2315351","CENTRO DE MEDICINA ESPECIALIZADA DE PIRACURUCA CEMEPI"
"2315386","MATERNIDADE MUNICIPAL DE PIRACURUCA"
"2315416","UBS DE BONITO"
"2315432","PSF SAO FRANCISCO"
"2315459","CENTRO DE SAUDE DE SANTAREM NOVO"
"2315467","U S F DE SAO JOAO DE PERIMERIM"
"2315793","HOSPITAL ESCOLA DA FAP"
"2315998","POSTO DE SAUDE GANHOAO"
"2316005","UNIDADE MISTA DE MUANA"
"2316013","UNIDADE MISTA DE PONTA DE PEDRAS"
"2316021","HOSPITAL MUNDE SAO SEBASTIAO DA BOA VISTA"
"2316048","UNIDADE MISTA DE AFUA"
"2316056","CENTRO DE SAUDE DE SOURE"
"2316064","HOSPITAL MUNICIPAL DR ALMIR GABRIEL"
"2316080","UNIDADE MISTA DE CHAVES"
"2316099","UNIDADE DE SAUDE DA FAMILIA DO TUCUMANDUBA"
"2316161","UNIDADE MISTA DE SANTA CRUZ DO ARARI"
"2316234","UNIDADE MISTA DE CACHOEIRA DO ARARI"
"2316277","UNIDADE DE SAUDE DA FAMILIA DE VILA RAQUEL"
"2316285","POSTO DE SAUDE VILA NAZARE"
"2316366","MATERNIDADE DO POVO"
"2316374","UNIDADE ESPECIAL DE SAUDE BENFICA"
"2316382","CENTRO DE SAUDE DE BENEVIDES"
"2316447","UNIDADE DE SAUDE DA FAMILIA SANTA MARIA"
"2316471","UNIDADE DE URGENCIA E EMERGENCIA DR AUGUSTO CHAVES"
"2316536","POSTO DE SAUDE DE GENIPAPO"
"2316552","HOSPITAL MUNICIPAL MENINO DEUS"
"2316587","POSTO DE SAUDE DE CAJUUNA"
"2316641","HOSPITAL MUNICIPAL DR IRACI MACHADO DE ARAUJO"
"2316668","HOSPITAL SAO VICENTE"
"2316706","AMBULATORIO ODONT MUN EVA TOME DE SOUZA"
"2316757","HOSPITAL MUNICIPAL DE JURUTI FRANCISCO RODRIGUES BARROS"
"2316773","UNIDADE MISTA DE SAUDE DE JURUTI VELHO IRMA AVILA"
"2316803","UNIDADE MISTA DE SAUDE FRANCISCA GALUCIO"
"2316846","CENTRO ESPECIAL DE SAUDE DE SANTA BARBARA DO PARA"
"2316889","HOSPITAL BETESDA"
"2316919","USF VILA SAO FRANCISCO KM 14 VIGILANTES"
"2316951","USF ITABOCAL"
"2317001","UNIDADE DE SAUDE DA FAMILIA AGUA BRANCA"
"2317028","HOSPITAL MUNICIPAL DE ULIANOPOLIS"
"2317117","CENTRO DE SAUDE DE CAPITAO POCO"
"2317230","CENTRO DE SAUDE ESPECIAL DE GARRAFAO DO NORTE"
"2317249","LABORATORIO DE ANALISES CLINICAS"
"2317281","UNIDADE VIGILANCIA SANITARIA DE BREVES"
"2317311","POSTO DE SAUDE IRMAOS DIAS"
"2317338","UNIDADE BASICA DE SAUDE DE IGARAPE MIRI"
"2317389","C S OSCAR PINHEIRO CASTELO BRANCO DE LIMA"
"2317397","HOSPITAL E MATERNIDADE SANTANA"
"2317419","UNIDADE SAUDE DA FAMILIA ICATU"
"2317532","CENTRO DE SAUDE DE MAGALHAES BARATA"
"2317540","POSTO DE SAUDE DE NAZARE DO FUGIDO"
"2317559","UNIDADE DE SAUDE DA FAMILIA DE CAFEZAL"
"2317605","POSTO DE SAUDE DO CURUMU"
"2317621","POSTO DE SAUDE NOVA VIDA"
"2317656","POSTO DE SAUDE LAWTON"
"2317672","UNIDADE DE SAUDE DA FAMILIA AMANCIO P DA CRUZ SAO MIGUEL"
"2317680","POSTO DE SAUDE BREVES ANAJAS"
"2317931","UNIDADE MISTA DE SAUDE"
"2317958","HOSPITAL MUNICIPAL DE SAO DOMINGOS DO CAPIM"
"2317982","USF DA VILA DE PERSEVERANCA"
"2317990","HOSPITAL MUNICIPAL DE RIO MARIA"
"2318059","HOSPITAL MUNICIPAL JOAO VIEIRA DA CUNHA"
"2318083","ESTRATEGIA DE SAUDE DA FAMILIA 1"
"2318164","UNIDADE MISTA DE SAUDE DE TUCUMA"
"2318172","HOSPITAL E MATERNIDADE SANTO AGOSTINHO"
"2318180","HOSPITAL E MATERNIDADE NOSSA SENHORA DE NAZARE"
"2318202","U S F SAO FRANCISCO DO PARA"
"2318318","HOSPITAL SAO FRANCISCO DE ASSIS"
"2318326","HOSPITAL SANTA LUZIA"
"2318482","HOSPITAL MUNICIPAL DE SANTA ROSA"
"2318628","HOSPITAL MUNICIPAL DE PARAGOMINAS"
"2318644","HOSPITAL SAO PAULO"
"2318652","CASA DE SAUDE DE PARAGOMINAS"
"2318660","HOSPITAL JULIA SEFER"
"2318687","CLINICA CIRURGICA E MATERNIDADE DR EDILSON SOUZA"
"2318695","HOSPITAL GERAL DE ABAETETUBA"
"2318865","HOSPITAL SANTA LUCIA LTDA"
"2318911","UNIDADE DE ESF MARIA DO SOCORRO"
"2318938","UNIDADE DE ESF RIO VERMELHO"
"2319233","PRONTO SOCORRO E CASA DE SAUDE DA VITORIA"
"2319268","CENTRO DE SAUDE PROFESSORA CLEONICE FERRAZ DE SA"
"2319276","CLINICA SANTA IZABEL"
"2319284","UNIDADE MISTA DE ALTINHO"
"2319454","HOSPITAL MEMORIAL GUARARAPES"
"2319659","HGR"
"2319667","CENTRO DE SAUDE JAIR DA SILVA MOTA"
"2319683","POSTO DE SAUDE TRAIRAO I"
"2319950","UNIDADE MISTA BOM SAMARITANO"
"2319985","POSTO DE SAUDE SURUMU"
"2320029","UBS SAO FRANCISCO"
"2320045","HOSPITAL PEDRO ALVARO RODRIGUES"
"2320053","CENTRO DE SAUDE CRISTINO JOSE DA SILVA"
"2320142","POSTO DE SAUDE JACAMIM"
"2320185","CENTRO DE SAUDE UIRAMUTA"
"2320207","CENTRO DE SAUDE SEBASTIAO RODRIGUES SILVA"
"2320304","POSTO DE SAUDE DA MALACACHETA"
"2320363","POSTO DE SAUDE FELIX PINTO"
"2320398","POSTO DE SAUDE NAPOLEAO"
"2320401","CENTRO DE SAUDE IRACEMA GALVAO"
"2320436","POSTO DE SAUDE MALOCA DA RAPOSA"
"2320541","UNIDADE MISTA RUTH QUITERIA"
"2320592","HOSPITAL LOTTY IRIS"
"2320630","CASA MEDICO 24 HORAS PINTOLANDIA"
"2320649","POLO BASE INDIGENA TRES CORACOES"
"2320665","CASA DE SAUDE DO INDIO"
"2320681","HOSPITAL DA CRIANCA SANTO ANTONIO"
"2320746","POSTO DE SAUDE DE VISTA ALEGRE"
"2320762","CENTRO DE SAUDE IRMA CAMILA"
"2320770","CENTRO DE SAUDE DE SAO JOAO DA BALIZA"
"2320789","CENTRO DE SAUDE REGINA RIBEIRO PAIVA"
"2320800","HOSPITAL FRANCISCO RICARDO DE MACEDO"
"2320835","POSTO DE SAUDE VILA DO EQUADOR"
"2320851","CENTRO DE SAUDE II APIAU"
"2320878","POSTO DE SAUDE COLONIA DO APIAU"
"2320886","HOSPITAL JOSE GUEDES CATAO"
"2320894","CENTRO DE SAUDE EDITE CARDOSO"
"2320916","POSTO DE SAUDE ANA HIPOLITO DOS SANTOS"
"2321033","PROGRAMA DE SAUDE DA FAMILIA II"
"2321068","UNIDADE BASICA DE SAUDE MARLUCIA GOMES DE ARAUJO"
"2321122","HOSPITAL E MATERNIDADE SINHA CARNEIRO"
"2321270","UNIDADE DE SAUDE DA FAMILIA CACIMBAS"
"2321300","UNIDADE AMBULATORIAL DE ESPECIALIDADE"
"2321416","FUNDACAO MEDICA ASSISTENCIAL DE DESTERRO"
"2321556","HOSPITAL SANCHO LEITE"
"2321572","HOSPITAL E MATERNIDADE ISAURA PIRES DO CARMO"
"2321629","CENTRO DE SAUDE DE MANAIRA"
"2321637","HOSPITAL REGIONAL DE PRINCESA ISABEL"
"2321734","POLICLINICA DR RAUL TORRES DANTAS"
"2321777","UNIDADE DE SAUDE DA FAMILIA JOSE GOMES FILHO"
"2321831","UNIDADE BASICA DE SAUDE FRANCISCO FERREIRA SANTIAGO"
"2321904","CENTRO DE ESPECIALIDADES ALEXANDRE FERNANDES"
"2321963","HOSPITAL MUNICIPAL HONORINA TAVARES DE ALBUQUERQUE"
"2321998","CENTRO DE SAUDE DE BONITO DE SANTA FE"
"2322145","USF JOSE PAULINO DE SOUZA AGUIAR"
"2322153","HOSPITAL FRANCISCO BENTO CABRAL"
"2322692","CENTRO DE SAUDE MATERNO INFANTIL"
"2322706","HOSPITAL MUNICIPAL DE ESPERANCA DR MANUEL CABRAL DE ANDRADE"
"2322714","CASA DE SAUDE E MATERNIDADE SAO FRANCISCO DE ASSIS"
"2322730","HOSPITAL MENINO JESUS APASEU"
"2322846","CLINICA SANTA CECILIA"
"2322854","CENTRO DE SAUDE UNIDADE DA SAUDE DA FAMILIA ALBERTO MORBACH"
"2322889","UNIDADE DE SAUDE DA FAMILIA DA VILA ALVORADA"
"2322935","UNID MISTA DE SAUDE DE OURILANDIA"
"2323109","PS PAULO ALBERTO"
"2323125","CLINICA DR RICARDO XAVIER"
"2323206","HOSP LOCAL DE PALMEIRAIS"
"2323281","CASAMATER"
"2323303","CLINICA SANTA CLARA LTDA"
"2323397","MATERNIDADE DONA EVANGELINA ROSA"
"2323443","PRONTO SOCORRO DIRCEU ARCOVERDE II"
"2323478","HOSPITAL SAO CARLOS BORROMEO"
"2323540","HOSPITAL NOSSA SRA DO LIVRAMENTO"
"2323559","HOSPITAL SANTA CRUZ"
"2323575","UMS DE ANISIO DE ABREU"
"2323583","HOSP EST JULIO HARTMAN"
"2323591","UMS EMILIA DE SA BEZERRA"
"2323605","UMS DE MIGUEL ALVES"
"2323613","HOSPITAL E MATERNIDADE DR WILSON MARTINS"
"2323621","HOSPITAL MARIA DE LOURDES L NUNES"
"2323680","HOSP REG SEN DIRCEU ARCOVERDE"
"2323699","UMS DE PADRE MARCOS"
"2323702","UMS DE RIO GRANDE DO PIAUI"
"2323753","UMS HAROLDO BONA"
"2323877","CLINICA E CIRURGIA DE OLHOS"
"2323885","HOSPITAL MUNICIPAL JOAQUINA MARQUES"
"2323893","UMS JURANDI MENDES"
"2323907","UMS DE BARRO DURO"
"2323915","HOSP MUNICIPAL LEONIDAS MELO"
"2323923","HOSPITAL SENADOR DIRCEU MENDES ARCO VERDE"
"2323931","HOSP MUNICIPAL DANIEL CARLOS DE ANDRADE"
"2323958","PROMEDICA"
"2323990","HOSPITAL DONINHA ROCHA"
"2324016","SERVICOS MEDICOS DE JAICOS"
"2324040","HOSPITAL MUNICIPAL ZUCA BATISTA"
"2324059","CASA DE SAUDE JOAQUIM SOLON REIS"
"2324075","HOSP DE ALTOS INST DE SAUDE JOSE GIL BARBOSA"
"2324113","HOSPITAL CAROLINA DUARTE LTDA"
"2324121","UMS DE MANOEL EMIDIO"
"2324148","UNID MISTA CONCEICAO CANINDE"
"2324156","HOSPITAL E MATERNIDADE IRACEMA OLIVEIRA"
"2324164","HOSP LOCAL DE MATIAS OLIMPIO"
"2324172","HOSP EST DE CANTO DO BURITI"
"2324199","HOSPITAL LOCAL DE SAO PEDRO DO PIAUI"
"2324202","UMS DE COLONIA DO PIAUI"
"2324210","UMS DE SAO FRANCISCO DO PIAUI"
"2324245","UMS ADALGISA ZENOBIA ROCHA"
"2324253","UMS INHAZINHA NUNES"
"2324261","HOSP EST JOSE FURT DE MENDONCA"
"2324288","HOSP LOCAL DE LUZILANDIA"
"2324334","HOSP LOCAL DE DEMERVAL LOBAO"
"2324369","UMS JESUS MESQUITA DE MOURA"
"2324431","UMS NEY PARANAGUA"
"2324555","UMS DE PAES LANDIM"
"2324571","UBAS DE BARREIRA DO PIAUI"
"2324601","CENTRO DE DOENCAS TROPICAIS LTDA"
"2324644","PS FRANCISCO DA COSTA VELOSO"
"2324709","CENTRO DE SAUDE CLARINDO RODRIGUES DE CARVALHO"
"2324768","PS DE FLORESTA"
"2324776","CS DE CALDEIRAO GRANDE PSF"
"2324806","CS MAMEDE RODRIGUES"
"2325004","UNIDADE BASICA DE SAUDE DE M ALEGRE"
"2325063","PS DA SMS DE CAPITAO DE CAMPOS EQ I"
"2325136","UBAS JOSE JOAQUIM DE MORAES"
"2325500","CS DE DOMINGOS MOURAO"
"2325535","USF DE MARCOLANDIA"
"2325780","PS GONCALO MARTINS DA ROCHA"
"2326140","UNIDADE BASICA DE SAUDE DE FARTURA DO PIAUI"
"2326159","PS LUZENILDA GOMES DE MORAIS"
"2326604","CS USF DE DEMERVAL LOBAO PSF"
"2326639","POSTO MUNICIPAL DE SAUDE"
"2326787","US DA FAMILIA"
"2326817","PS MUNICIPAL DE CONCEICAO DO CANINDE"
"2326825","UNIDADE DE SAUDE AVANCADA PROCOPIO GOMES FERREIRA"
"2327945","HOSP DEPUTADO MURILO AGUAIR"
"2327953","HOSPITAL MUNICIPAL ELIZETE CARDOSO P PACHECO"
"2327961","HOSPITAL E MATERNIDADE ADOLFO BEZERRA DE MENEZES"
"2327996","SANTA CASA DE MORADA NOVA"
